1,	5,	13,	20,	7,	2012,	3.01,	5.61,	67,	0
3,	5,	3,	18,	10,	2017,	3.31,	2.16,	343,	469
1,	5,	11,	4,	2,	2006,	3.24,	1.37,	429,	923
1,	2,	7,	7,	11,	2001,	2.93,	1.76,	362,	601
3,	2,	2,	10,	8,	2020,	1.59,	3.35,	135,	0
1,	4,	15,	1,	4,	2001,	2.9,	2.21,	248,	0
3,	4,	15,	15,	12,	2016,	3.02,	2.75,	428,	983
1,	4,	10,	9,	3,	2015,	3.27,	1.89,	277,	701
2,	1,	10,	13,	6,	2009,	2.98,	2.98,	103,	0
1,	5,	10,	19,	10,	2010,	2.97,	1.67,	45,	440
2,	5,	3,	12,	3,	2000,	2.95,	2.19,	261,	781
2,	2,	15,	11,	10,	2021,	2.52,	1.53,	310,	505
1,	1,	5,	6,	4,	2012,	3.26,	1.82,	250,	0
3,	4,	15,	9,	4,	2000,	3.22,	2.15,	234,	0
1,	3,	5,	17,	5,	2002,	2.75,	2.43,	219,	0
2,	2,	12,	11,	12,	2005,	3.18,	2.13,	368,	971
1,	5,	10,	12,	2,	2013,	2.82,	2.01,	450,	871
3,	2,	1,	15,	4,	2009,	2.87,	1.93,	220,	0
2,	4,	8,	4,	12,	2020,	3.61,	2.13,	445,	1030
1,	3,	15,	6,	6,	2000,	3.07,	3.12,	96,	0
2,	2,	4,	16,	11,	2020,	3.29,	1.29,	368,	583
1,	3,	12,	20,	12,	2015,	3.06,	2.68,	422,	911
2,	5,	3,	19,	8,	2011,	1.52,	3.25,	97,	0
1,	4,	15,	12,	12,	2013,	3.89,	3.03,	418,	930
2,	1,	5,	12,	10,	2021,	2.83,	1.58,	335,	460
1,	5,	11,	9,	11,	2015,	3.13,	1.7,	395,	553
1,	5,	14,	16,	10,	2011,	3.1,	1.78,	367,	497
3,	3,	10,	10,	6,	2018,	3.36,	2.77,	105,	0
1,	2,	11,	14,	8,	2010,	2.1,	2.56,	120,	0
2,	2,	2,	16,	7,	2015,	2.99,	4.98,	92,	0
1,	2,	8,	3,	8,	2013,	1.75,	3.46,	137,	0
3,	4,	14,	16,	11,	2009,	3.15,	1.96,	364,	578
1,	1,	1,	18,	7,	2013,	3.03,	5.75,	56,	0
2,	2,	7,	12,	4,	2011,	2.91,	2.4,	253,	0
2,	3,	8,	11,	11,	2015,	2.86,	1.9,	357,	604
1,	4,	13,	17,	10,	2008,	3.42,	2.13,	336,	485
1,	1,	13,	17,	1,	2002,	3.62,	1.5,	435,	860
1,	1,	10,	2,	8,	2003,	2.43,	2.92,	143,	0
2,	1,	11,	18,	8,	2010,	1.88,	3.4,	143,	0
3,	5,	1,	2,	6,	2009,	2.52,	2.62,	102,	0
2,	2,	3,	3,	6,	2002,	3.33,	3.42,	94,	0
2,	1,	6,	18,	8,	2017,	1.79,	2.74,	101,	0
3,	2,	10,	2,	9,	2009,	2.23,	3.48,	278,	0
1,	3,	10,	7,	10,	2002,	2.75,	1.98,	338,	468
1,	3,	11,	9,	8,	2003,	2.08,	3.01,	120,	0
1,	3,	1,	20,	5,	2005,	2.72,	2.95,	243,	0
2,	2,	13,	7,	9,	2001,	2.22,	3.39,	262,	0
3,	5,	9,	14,	3,	2020,	3.04,	1.68,	266,	801
2,	2,	11,	7,	2,	2003,	3.65,	2.04,	449,	915
2,	3,	6,	18,	2,	2020,	2.75,	1.84,	460,	828
1,	1,	14,	19,	8,	2020,	1.7,	3.14,	126,	0
2,	5,	5,	20,	6,	2018,	2.69,	3.02,	121,	0
1,	2,	2,	17,	4,	2020,	3.01,	2.34,	257,	0
1,	5,	2,	14,	7,	2001,	2.39,	5.71,	1279,	0
2,	3,	5,	16,	4,	2004,	2.85,	1.85,	216,	0
1,	5,	13,	20,	2,	2000,	3.07,	2.17,	476,	878
3,	5,	6,	14,	12,	2000,	3.64,	2.26,	393,	937
3,	2,	9,	11,	6,	2003,	2.74,	3.47,	74,	0
3,	1,	14,	17,	11,	2007,	3.12,	1.9,	342,	612
2,	4,	3,	16,	1,	2015,	3.33,	1.14,	421,	856
1,	3,	15,	6,	1,	2014,	3.53,	1.77,	379,	889
3,	3,	7,	17,	11,	2014,	3.4,	2.13,	355,	618
3,	5,	3,	11,	4,	2008,	3.26,	2.06,	228,	0
1,	5,	13,	20,	3,	2020,	3.21,	2.14,	248,	698
1,	1,	3,	13,	9,	2001,	2.7,	4.17,	254,	0
1,	5,	15,	18,	2,	2019,	3.11,	2.04,	421,	892
1,	3,	2,	8,	4,	2013,	3.1,	1.77,	229,	0
2,	5,	9,	18,	7,	2004,	2.33,	4.95,	55,	0
2,	5,	1,	11,	7,	2011,	2.23,	4.92,	75,	0
1,	2,	2,	19,	5,	2006,	2.43,	2.71,	210,	0
2,	4,	6,	2,	9,	2008,	0.72,	3.63,	257,	0
3,	2,	10,	16,	12,	2014,	3.19,	2.8,	386,	911
3,	2,	1,	15,	10,	2000,	3.38,	1.9,	371,	499
2,	4,	9,	8,	5,	2019,	2.77,	2.43,	248,	0
1,	4,	4,	7,	7,	2003,	2.51,	5.59,	90,	0
3,	4,	14,	10,	4,	2017,	3.15,	1.54,	247,	0
3,	1,	1,	15,	9,	2003,	1.8,	3.22,	259,	0
2,	4,	4,	19,	4,	2018,	2.51,	2.02,	252,	0
2,	2,	7,	9,	2,	2012,	3.21,	2.1,	497,	824
2,	5,	10,	9,	11,	2010,	2.93,	2.05,	398,	583
3,	1,	11,	5,	8,	2000,	2.27,	2.53,	126,	0
1,	3,	2,	15,	1,	2014,	3.51,	1.09,	417,	851
2,	1,	9,	19,	8,	2013,	1.75,	2.71,	121,	0
3,	5,	1,	14,	12,	2009,	3.79,	2.91,	397,	933
1,	2,	5,	16,	2,	2002,	3.08,	1.66,	437,	921
2,	1,	3,	17,	12,	2002,	3.5,	2.48,	448,	970
2,	2,	15,	1,	9,	2001,	1.99,	3.25,	262,	0
3,	1,	10,	6,	12,	2009,	3.28,	2.99,	384,	895
3,	1,	15,	16,	8,	2000,	2.41,	2.83,	125,	0
3,	5,	10,	12,	9,	2011,	2.56,	3.29,	270,	0
3,	3,	8,	1,	10,	2019,	3.21,	1.95,	358,	495
2,	5,	11,	10,	6,	2011,	2.95,	3.46,	100,	0
2,	1,	1,	7,	5,	2004,	2.74,	2.74,	222,	0
1,	4,	15,	20,	9,	2017,	1.96,	3.55,	302,	0
3,	2,	6,	6,	3,	2020,	2.76,	1.74,	248,	719
1,	5,	11,	10,	5,	2016,	2.14,	2.09,	237,	0
1,	3,	4,	15,	8,	2017,	2.28,	2.99,	118,	0
3,	3,	10,	17,	12,	2017,	3.52,	2.42,	385,	966
2,	5,	11,	19,	2,	2000,	3.08,	2.04,	450,	806
1,	5,	6,	20,	9,	2006,	2.59,	3.84,	301,	0
2,	4,	10,	13,	7,	2009,	2.14,	4.99,	79,	0
2,	1,	3,	1,	6,	2003,	2.99,	3.2,	89,	0
2,	3,	1,	19,	3,	2001,	2.75,	1.94,	270,	719
1,	5,	11,	5,	12,	2017,	3.14,	2.98,	370,	959
1,	1,	13,	18,	5,	2002,	2.7,	2.42,	211,	0
2,	4,	1,	17,	10,	2004,	3.09,	2.13,	341,	464
2,	1,	12,	18,	10,	2012,	2.63,	2.25,	311,	506
1,	4,	12,	8,	2,	2008,	3.61,	1.36,	412,	823
1,	1,	8,	19,	4,	2016,	2.65,	1.68,	218,	0
1,	3,	3,	20,	9,	2008,	2.5,	3.44,	255,	0
2,	4,	11,	10,	3,	2003,	3.25,	1.95,	241,	701
3,	2,	1,	18,	5,	2020,	9.38,	2.35,	224,	0
2,	4,	14,	14,	4,	2021,	3.02,	2.3,	236,	0
3,	2,	2,	14,	8,	2019,	1.57,	3.12,	134,	0
2,	4,	12,	3,	7,	2020,	2.9,	5.08,	91,	0
2,	1,	8,	1,	9,	2009,	2.25,	3.9,	292,	0
2,	2,	5,	7,	4,	2002,	2.82,	2.22,	218,	0
2,	4,	11,	3,	10,	2019,	2.95,	2.11,	334,	518
1,	2,	4,	4,	2,	2016,	3.46,	1.81,	412,	843
3,	3,	8,	10,	10,	2008,	2.9,	1.85,	361,	447
2,	4,	11,	12,	12,	2000,	3.08,	2.22,	392,	991
2,	4,	15,	19,	4,	2011,	3.3,	2.45,	219,	0
2,	5,	3,	17,	12,	2005,	3.35,	2.54,	410,	1027
2,	4,	15,	6,	8,	2012,	1.92,	3.14,	113,	0
2,	2,	13,	5,	4,	2015,	2.7,	1.75,	215,	0
1,	3,	4,	6,	6,	2000,	2.63,	2.65,	73,	0
3,	3,	11,	17,	12,	2004,	3.57,	2.91,	397,	923
2,	1,	6,	10,	7,	2014,	2.21,	5.49,	67,	0
3,	4,	12,	2,	3,	2017,	2.51,	1.59,	250,	800
1,	4,	14,	8,	6,	2011,	2.94,	2.85,	122,	0
2,	4,	2,	14,	1,	2000,	3.74,	1.95,	402,	914
3,	5,	5,	8,	5,	2017,	2.51,	2.71,	240,	0
2,	5,	1,	5,	2,	2008,	3.69,	1.56,	495,	818
3,	5,	1,	3,	7,	2021,	2.48,	5.52,	92,	0
2,	3,	8,	16,	4,	2017,	2.56,	1.8,	252,	0
1,	1,	1,	20,	7,	2014,	2.99,	5.28,	90,	0
3,	2,	1,	3,	10,	2003,	2.54,	1.66,	359,	441
3,	3,	7,	11,	4,	2011,	3.25,	1.74,	264,	0
2,	2,	2,	14,	1,	2006,	3.63,	1.83,	428,	850
3,	2,	5,	3,	2,	2006,	3.01,	2.22,	486,	858
3,	1,	1,	2,	11,	2017,	3.79,	1.98,	371,	590
1,	1,	1,	10,	1,	2014,	3.78,	1.47,	409,	804
1,	1,	7,	8,	11,	2011,	3.71,	2.15,	340,	573
1,	3,	11,	10,	6,	2001,	2.7,	3.39,	107,	0
1,	5,	10,	9,	12,	2016,	3.32,	3.09,	387,	1031
3,	2,	12,	9,	3,	2007,	3.36,	1.8,	285,	727
2,	5,	7,	11,	2,	2003,	3.62,	1.65,	486,	888
